"Folder","SizeGB"
"C:\Users\PCCPPPCCC\.positron\extensions\markwhen.markwhen-1.4.2\node_modules\@markwhen\view-client\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\markvely.uicanvas-1.3.1-universal\node_modules\hono\dist\middleware\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\markvely.uicanvas-1.3.1-universal\node_modules\hono\dist\cjs\middleware\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\markvely.uicanvas-1.3.1-universal\node_modules\hono\dist\cjs\middleware\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\markvely.uicanvas-1.3.1-universal\node_modules\hono\dist\middleware\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\martinortiz.codex-stats-1.0.3-universal\node_modules\undici\lib\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\martinortiz.codex-stats-1.0.3-universal\node_modules\undici\lib\web\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\marus25.cortex-debug-1.13.0-pre6-universal\.github\ISSUE_TEMPLATE","0"
"C:\Users\PCCPPPCCC\.positron\extensions\martinortiz.codex-stats-1.0.3-universal\node_modules\tmp","0"
"C:\Users\PCCPPPCCC\.positron\extensions\marscode.marscode-extension-1.1.1-universal\resource\images\login-page-view","0"
"C:\Users\PCCPPPCCC\.positron\extensions\martinortiz.codex-stats-1.0.3-universal\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\martinortiz.codex-stats-1.0.3-universal\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mifxch.gantry-0.3.1-universal\node_modules\proxy-agent\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mifxch.gantry-0.3.1-universal\node_modules\puppeteer-core\src\templates","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mike-lischke.vscode-antlr4-2.3.1-universal\node_modules\file-entry-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mifxch.gantry-0.3.1-universal\node_modules\chromium-bidi\lib\esm\bidiMapper\modules\log","0"
"C:\Users\PCCPPPCCC\.positron\extensions\microi.v8-engine-3.7.9-universal\dist\microi.skills\v8-template-engine","0"
"C:\Users\PCCPPPCCC\.positron\extensions\microi.v8-engine-3.7.9-universal\dist\microi.skills\microi-solution-quotation\scripts\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mifxch.gantry-0.3.1-universal\node_modules\chromium-bidi\lib\cjs\bidiMapper\modules\log","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mike-lischke.vscode-antlr4-2.3.1-universal\node_modules\@unicode\unicode-11.0.0\Script\Tagalog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mike-lischke.vscode-antlr4-2.3.1-universal\node_modules\@unicode\unicode-11.0.0\Script_Extensions\Tagalog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mikolka9144.funkin-compiler-0.6.1-universal\assets\fullRerplace\funkin\git\funkin\ui\debug\charting\dialogs","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mike-lischke.vscode-antlr4-2.3.1-universal\node_modules\@unicode\unicode-11.0.0\Block\Tagalog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mike-lischke.vscode-antlr4-2.3.1-universal\node_modules\flat-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mike-lischke.vscode-antlr4-2.3.1-universal\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mike-lischke.vscode-antlr4-2.3.1-universal\node_modules\@unicode\unicode-11.0.0\Binary_Property\Logical_Order_Exception","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mermaidchart.vscode-mermaid-chart-2.7.2-universal\out\src\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mermaidchart.vscode-mermaid-chart-2.7.2-universal\out\src\templates","0"
"C:\Users\PCCPPPCCC\.positron\extensions\meshintelligenttechnologiesinc.pieces-vscode-3.0.1-universal\.github\ISSUE_TEMPLATE","0"
"C:\Users\PCCPPPCCC\.positron\extensions\memorymachines.engramme-code-4.5.4-universal\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mcanouil.quarto-wizard-3.1.2-universal\assets\templates","0"
"C:\Users\PCCPPPCCC\.positron\extensions\mcu-debug.memory-view-0.0.29-universal\.github\ISSUE_TEMPLATE","0"
"C:\Users\PCCPPPCCC\.positron\extensions\meerkatio.meerkatio-1.11.0-universal\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\microchip.mplab-ai-coding-assistant-1.2.4\gui\logos","0"
"C:\Users\PCCPPPCCC\.positron\extensions\microchip.mplab-extensions-core-2.2.1-universal\dist\resources\launch-templates","0"
"C:\Users\PCCPPPCCC\.positron\extensions\microi.v8-engine-3.7.9-universal\dist\microi.skills\v8-cache-pattern","0"
"C:\Users\PCCPPPCCC\.positron\extensions\meterian.meterian-heidi-1.21.4-universal\node_modules\@asamuzakjp\css-color\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\metalbear.mirrord-3.70.0-universal\changelog.d","0"
"C:\Users\PCCPPPCCC\.positron\extensions\metalbear.mirrord-3.70.0-universal\.github\ISSUE_TEMPLATE","0"
"C:\Users\PCCPPPCCC\.positron\extensions\meterian.meterian-heidi-1.21.4-universal\node_modules\log4js","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\utils\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\vcs\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\cachecontrol","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\resolution\resolvelib\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\req\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\resolution\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\resolution\legacy\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\certifi\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\dependency_groups\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\distlib\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\cachecontrol\caches\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\cachecontrol\caches","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\cachecontrol\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\distributions\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\index\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\locations\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\commands\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\cli\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\operations\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\operations\build\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\operations\install\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\network\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\metadata\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\metadata\importlib\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_internal\models\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\tomli\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\tomli_w\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\truststore\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\rich\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\requests\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\resolvelib\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\resolvelib\resolvers\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\urllib3\packages\backports\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\urllib3\util\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\cweijan.vscode-office-4.1.5-universal\.github\ISSUE_TEMPLATE","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\urllib3\packages\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\urllib3\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\urllib3\contrib\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\packaging\licenses\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\pkg_resources\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\platformdirs\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\packaging\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\distro\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\idna\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\msgpack\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\pygments\styles\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\pyproject_hooks\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\pyproject_hooks\_in_process\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\pygments\lexers\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\pygments\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\pygments\filters\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.tmp-icon-venv\lib\python3.13\site-packages\pip\_vendor\pygments\formatters\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\crystalcrafter.database-platform-1.0.1-universal\.idea\dataSources\eceebf33-fcc6-4240-b9e9-b85fabd1f74c\storage_v2\_src_\database\tempdb.Uqu0yw","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\linux\arm64\node_modules\npmlog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\linux\x64\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\linux\x64\node_modules\noop-logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\linux\arm64\node_modules\noop-logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\linux\arm\node_modules\noop-logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\linux\arm\node_modules\npmlog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\linux\arm64\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\win32\ia32\node_modules\@serialport\bindings\build\Release\obj\bindings\bindings.tlog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\win32\x64\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\win32\x64\node_modules\noop-logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\win32\ia32\node_modules\npmlog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\linux\x64\node_modules\npmlog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\win32\ia32\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\win32\ia32\node_modules\noop-logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\codeantai.codeantai-0.0.196-universal\node_modules\url-template\uritemplate-test","0"
"C:\Users\PCCPPPCCC\.positron\extensions\codepathfinder.secureflow-0.0.19-universal\dist\prompts\technologies","0"
"C:\Users\PCCPPPCCC\.positron\extensions\codium.codium-2.2.5-universal\media\logo","0"
"C:\Users\PCCPPPCCC\.positron\extensions\codeantai.codeantai-0.0.196-universal\node_modules\hono\dist\types\middleware\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\codeantai.codeantai-0.0.196-universal\node_modules\hono\dist\middleware\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\codeantai.codeantai-0.0.196-universal\node_modules\hono\dist\middleware\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\codeantai.codeantai-0.0.196-universal\node_modules\hono\dist\types\middleware\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\darwin\x64\node_modules\noop-logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\darwin\x64\node_modules\npmlog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\linux\arm\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\darwin\x64\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\com-adobe-coldfusion.adobe-cfml-lsp-1.0.823\logging","0"
"C:\Users\PCCPPPCCC\.positron\extensions\com-adobe-coldfusion.adobe-cfml-lsp-1.0.823\node_modules\@swc\helpers\_\_tagged_template_literal","0"
"C:\Users\PCCPPPCCC\.positron\extensions\com-adobe-coldfusion.adobe-cfml-lsp-1.0.823\node_modules\@swc\helpers\_\_tagged_template_literal_loose","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\hono\dist\cjs\middleware\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\hono\dist\middleware\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\hono\dist\middleware\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\hono\dist\cjs\middleware\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\@langchain\langgraph-sdk\dist\logging","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\@segment\analytics-core\dist\cjs\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\@segment\analytics-core\dist\esm\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\create3000.x-ite-vscode-formatter-2.0.10-universal\node_modules\undici\lib\web\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\createlex.createlex-local-mcp-0.5.1-universal\node_modules\undici\lib\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\cryptarchs.velora-1.1.0-universal\agent\__pycache__","0"
"C:\Users\PCCPPPCCC\.positron\extensions\create3000.x-ite-vscode-formatter-2.0.10-universal\node_modules\undici\lib\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\langsmith\dist\utils\prompt_cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\create3000.x-ite-vscode-formatter-2.0.10-universal\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\create3000.x-ite-vscode-formatter-2.0.10-universal\node_modules\@asamuzakjp\generational-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\coolcline.coolcline-4.6.7-win32-x64\out-integration\utils\logging","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copado.vscode-copadoai-1.3.1-universal\.github\ISSUE_TEMPLATE","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilot-arena.copilot-arena-1.2.7-universal\.aider.tags.cache.v3","0"
"C:\Users\PCCPPPCCC\.positron\extensions\continue.continue-2.1.0\gui\logos","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\win32\x64\node_modules\npmlog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\comp2300-anu.cortex-debug-0.3.19\binary_modules\v12.14.1\win32\x64\node_modules\@serialport\bindings\build\Release\obj\bindings\bindings.tlog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\connorontheweb.express-map-1.0.11-universal\node_modules\@babel\template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\@graphql-yoga\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\@langchain\core\dist\caches","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\@langchain\langgraph-checkpoint\dist\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilot-arena.copilot-arena-1.2.7-universal\.pytest_cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilot-arena.copilot-arena-1.2.7-universal\.pytest_cache\v\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\copilotkit.copilotkit-vscode-extension-0.2.3-win32-x64\node_modules\google-logging-utils","0"
"C:\Users\PCCPPPCCC\.positron\extensions\cweijan.vscode-office-4.1.5-universal\out\template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\@designliquido\delegua-entidades\interfaces-tipos\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\@designliquido\delegua-lsp\interfaces\caches","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\make-fetch-happen\lib\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\@designliquido\delegua-tempo","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\npmlog","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\proc-log","0"
"C:\Users\PCCPPPCCC\.positron\extensions\devdoq.devdoq-mcp-client-0.1.6-universal\node_modules\hono\dist\middleware\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\devdoq.devdoq-mcp-client-0.1.6-universal\node_modules\hono\dist\middleware\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\devsessioncanvas.dev-session-canvas-0.24.2-universal\resources\templates","0"
"C:\Users\PCCPPPCCC\.positron\extensions\devdoq.devdoq-mcp-client-0.1.6-universal\node_modules\hono\dist\cjs\middleware\logger","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\undici\lib\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\undici\lib\web\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\devdoq.devdoq-mcp-client-0.1.6-universal\node_modules\hono\dist\cjs\middleware\cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\deepnote.vscode-deepnote-1.5.0-universal\dist\sql-lsp-modules\node_modules\google-logging-utils","0"
"C:\Users\PCCPPPCCC\.positron\extensions\deepnote.vscode-deepnote-1.5.0-universal\dist\sql-lsp-modules\node_modules\http-cache-semantics","0"
"C:\Users\PCCPPPCCC\.positron\extensions\deepnote.vscode-deepnote-1.5.0-universal\dist\sql-lsp-modules\node_modules\lru-cache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\deepnote.vscode-deepnote-1.5.0-universal\dist\sql-lsp-modules\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\deepecon.stata-mcp-0.5.3-universal\.venv\Lib\site-packages\pandas\io\formats\templates","0"
"C:\Users\PCCPPPCCC\.positron\extensions\deepecon.stata-mcp-0.5.3-universal\.venv\Lib\site-packages\pythonwin\pywin\dialogs","0"
"C:\Users\PCCPPPCCC\.positron\extensions\deepnote.vscode-deepnote-1.5.0-universal\dist\sql-lsp-modules\node_modules\cacache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\cacache","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\expand-template","0"
"C:\Users\PCCPPPCCC\.positron\extensions\designliquido.designliquido-vscode-0.27.4-universal\node_modules\http-cache-semantics","0"
"C:\Users\PCCPPPCCC\.positron\extensions\deepx.deepv-code-vscode-ui-plugin-1.1.53-universal\dist\bundled\auth\login\templates","0"
