"Extension","Folder","SizeMB","Level"
"llvm-vs-code-extensions.lldb-dap","llvm-vs-code-extensions.lldb-dap-0.7.20260714-universal","1.25","?"
"zackiles.cursor-workbench","zackiles.cursor-workbench-0.1.3-universal","1.24","?"
"predicte.predicte","predicte.predicte-1.1.0-universal","1.24","?"
"yasinkuyu.stacker-client","yasinkuyu.stacker-client-1.4.0-universal","1.24","?"
"prismatic.prismatic-io","prismatic.prismatic-io-1.3.4-universal","1.23","?"
"shoyebchaudhari.ai-terminal-assistant","shoyebchaudhari.ai-terminal-assistant-2.0.3-universal","1.21","?"
"theqtcompany.qt-qml","theqtcompany.qt-qml-1.14.0-universal","1.2","?"
"lukeme1107.ignis-arc-java-ide-extension","lukeme1107.ignis-arc-java-ide-extension-0.1.8-universal","1.2","?"
"peerpalo.bob-powertoys","peerpalo.bob-powertoys-0.6.5-universal","1.2","?"
"kylinideteam.vscode-java-dependency","kylinideteam.vscode-java-dependency-0.1.13-universal","1.2","?"
"nazariyhazdun.geniusee-code-time","nazariyhazdun.geniusee-code-time-0.0.3-universal","1.19","?"
"txa-team.txa-auto-accept","txa-team.txa-auto-accept-8.0.0-universal","1.19","?"
"jansencruz23.catmit","jansencruz23.catmit-0.2.5-universal","1.19","?"
"chengweili.r-enhanced-viewer","chengweili.r-enhanced-viewer-0.1.10-universal","1.18","?"
"nilssoderman.mobu-utils","nilssoderman.mobu-utils-2027.0.3-universal","1.18","?"
"codedash-vpn-ltda.codetime-vscode","codedash-vpn-ltda.codetime-vscode-1.0.2-universal","1.17","?"
"deb-adarsh.ai-stack-kit","deb-adarsh.ai-stack-kit-1.3.5-universal","1.17","?"
"rsomani95.letterpress-markdown","rsomani95.letterpress-markdown-0.11.2-universal","1.17","?"
"trupxl.repo-structure-exporter","trupxl.repo-structure-exporter-0.3.7-universal","1.16","?"
"vibeflow.vibeflow-orch","vibeflow.vibeflow-orch-2.0.9-universal","1.16","?"
"gruntfuggly.todo-tree","gruntfuggly.todo-tree-0.0.215-universal","1.15","?"
"outerbounds.obp-workstations-release-candidate","outerbounds.obp-workstations-release-candidate-0.6.0-rc.1-universal","1.15","?"
"outerbounds.vscode-outerbounds","outerbounds.vscode-outerbounds-0.6.0-universal","1.15","?"
"splo.vscode-bevy-inspector","splo.vscode-bevy-inspector-0.6.0-universal","1.15","?"
"kvn217.rmd-params-injector","kvn217.rmd-params-injector-1.1.1-universal","1.14","?"
"genieai.chatgpt-vscode","genieai.chatgpt-vscode-0.0.9-universal","1.14","?"
"vscjava.vscode-java-dependency","vscjava.vscode-java-dependency-0.27.6-universal","1.14","?"
"hoangkimlai.ipython","hoangkimlai.ipython-2024.1.2-universal","1.14","?"
"luiwadjogs.cursor-branch-chat","luiwadjogs.cursor-branch-chat-0.5.2-universal","1.13","?"
"cloudstudio.common","cloudstudio.common-0.0.31-universal","1.12","?"
"debugai.debugai","debugai.debugai-2.5.0-universal","1.12","?"
"luiwadjogs.cursor-task-chats","luiwadjogs.cursor-task-chats-1.3.9-universal","1.12","?"
"codekarma.ck-karma-lens-java","codekarma.ck-karma-lens-java-1.0.2-universal","1.12","?"
"factory.factory-vscode-extension","factory.factory-vscode-extension-0.2.0-universal","1.12","?"
"gooseclip.goosecode","gooseclip.goosecode-1.0.3-universal","1.11","?"
"galaxy-note.galaxy-agent-system","galaxy-note.galaxy-agent-system-0.4.2-universal","1.11","?"
"ciuzaak.labeleditor-vscode","ciuzaak.labeleditor-vscode-1.4.2-universal","1.11","?"
"hyperprobe.hyperprobe-extension","hyperprobe.hyperprobe-extension-1.2.22-universal","1.11","?"
"liukunpeng0316.antigravity-task-sound","liukunpeng0316.antigravity-task-sound-4.0.0-universal","1.1","?"
"mccprogrammer.debug-datastructures-visualizer-extension","mccprogrammer.debug-datastructures-visualizer-extension-1.0.1-universal","1.1","?"
"devclocked.devclocked-vscode","devclocked.devclocked-vscode-1.3.3-universal","1.1","?"
"paraskoundal.giton","paraskoundal.giton-0.2.0-universal","1.09","?"
"saltud.type4py","saltud.type4py-0.2.0-universal","1.09","?"
"szlk.bmcp","szlk.bmcp-0.0.16-universal","1.09","?"
"mjstudio.db-viewer","mjstudio.db-viewer-1.0.3-universal","1.09","?"
"mariano-g.xib-storyboard-editor","mariano-g.xib-storyboard-editor-0.4.5-universal","1.09","?"
"willowselectric.jupyter-notebook-integration","willowselectric.jupyter-notebook-integration-1.4.4-universal","1.09","?"
"laelume.spectrovizard","laelume.spectrovizard-0.0.2-universal","1.09","?"
"evuela.multi-agent-llm","evuela.multi-agent-llm-0.2.2-universal","1.08","?"
"theeastkoi.celest","theeastkoi.celest-0.2.0-universal","1.08","?"
"quackai.quack-companion","quackai.quack-companion-0.0.8-universal","1.07","?"
"jstone.kagent","jstone.kagent-0.1.9-universal","1.07","?"
"soyreneon.themeeditor","soyreneon.themeeditor-1.24.0-universal","1.07","?"
"chakrounanas.turbo-console-log","chakrounanas.turbo-console-log-3.26.0-universal","1.07","?"
"zazmic.palm-api-test-generator","zazmic.palm-api-test-generator-0.0.16-universal","1.07","?"
"olegkunitsyn.gnucobol-debug","olegkunitsyn.gnucobol-debug-2.31.37-universal","1.07","?"
"s3rgiosan.vscode-wp-theme-json-editor","s3rgiosan.vscode-wp-theme-json-editor-1.4.1-universal","1.07","?"
"harishkaparwan.mcp-ai-studio","harishkaparwan.mcp-ai-studio-1.0.0-universal","1.05","?"
"print-x.print-x","print-x.print-x-1.2.1-universal","1.05","?"
"pradeep-chauhan.devflow-api-studio","pradeep-chauhan.devflow-api-studio-1.0.0-universal","1.04","?"
"stagewise.stagewise-vscode-extension","stagewise.stagewise-vscode-extension-0.11.4-universal","1.04","?"
"erikkralj.vscode-grok","erikkralj.vscode-grok-1.1.1-universal","1.04","?"
"wireweave.wireweave-vscode","wireweave.wireweave-vscode-1.1.3","1.04","?"
"richterger.perl","richterger.perl-2.6.2-universal","1.04","?"
"ciro-maciel.ciro-maciel-sqlite-editor","ciro-maciel.ciro-maciel-sqlite-editor-0.0.9-universal","1.02","?"
"evidence.evidence-vscode","evidence.evidence-vscode-1.5.9-universal","1.02","?"
"wirklich.gherkin-behave","wirklich.gherkin-behave-2.0.2-universal","1.02","?"
"shanjidarefin.c-through","shanjidarefin.c-through-2.2.11-universal","1.02","?"
"tauri-apps.tauri-vscode","tauri-apps.tauri-vscode-0.2.10-universal","1.02","?"
"medalibs.phpunit-coverage","medalibs.phpunit-coverage-0.0.4-universal","1.02","?"
"grokpilot.grokpilot","grokpilot.grokpilot-1.0.0-universal","1.02","?"
"rodhayl.multi-purpose-agent","rodhayl.multi-purpose-agent-1.0.1-universal","1.01","?"
"ralphysh.ralphy-sh","ralphysh.ralphy-sh-1.5.25-universal","1.01","?"
"rogalmic.bash-debug","rogalmic.bash-debug-0.3.9-universal","1.01","?"
"nikkyamresh.conduit-flows","nikkyamresh.conduit-flows-0.0.4-universal","1.01","?"
"firsttris.vscode-jest-runner","firsttris.vscode-jest-runner-0.4.148-universal","1.01","?"
"google.colab","google.colab-0.8.1-universal","1.01","?"
"zihadhosan.openrouter-agent","zihadhosan.openrouter-agent-1.31.17-universal","1.01","?"
"cloud-pipelines.pipeline-editor-vscode","cloud-pipelines.pipeline-editor-vscode-0.1.20220718-universal","1.01","?"
"lucilehan.graymatter","lucilehan.graymatter-0.1.3-universal","1","?"
"umang00.waiting-room-vscode","umang00.waiting-room-vscode-0.1.4-universal","0.99","?"
"toaock.vscode-css-custom-properties","toaock.vscode-css-custom-properties-0.0.5-universal","0.99","?"
"song-chaoyang.colima","song-chaoyang.colima-0.2.0-universal","0.98","?"
"codexdebayan.branch-compare","codexdebayan.branch-compare-1.4.5-universal","0.98","?"
"grafana.grafana-vscode","grafana.grafana-vscode-0.0.20-universal","0.98","?"
"processlens.processlens","processlens.processlens-0.1.5-universal","0.97","?"
"gencay.vscode-chatgpt","gencay.vscode-chatgpt-4.0.3-universal","0.97","?"
"create3000.x-ite-vscode","create3000.x-ite-vscode-2.0.8-universal","0.97","?"
"evsyukov.hledger","evsyukov.hledger-0.5.36-universal","0.96","?"
"viz-vibe.viz-vibe","viz-vibe.viz-vibe-0.1.51-universal","0.96","?"
"evilbeaver.oscript-debug","evilbeaver.oscript-debug-0.8.0-universal","0.96","?"
"locusai.locusai-vscode","locusai.locusai-vscode-0.18.2-universal","0.96","?"
"hackatime.hackatime-time-tracker","hackatime.hackatime-time-tracker-30.2.2-universal","0.95","?"
"dragoscv.vsrchat","dragoscv.vsrchat-0.1.10-universal","0.95","?"
"graphlens.graphlens","graphlens.graphlens-0.3.5-universal","0.95","?"
"mikolka9144.funkin-compiler","mikolka9144.funkin-compiler-0.6.1-universal","0.95","?"
"vira.design-tokens-explorer","vira.design-tokens-explorer-0.4.1-universal","0.95","?"
"wheelbarrel00.mcp-workbench-wb00","wheelbarrel00.mcp-workbench-wb00-0.4.3-universal","0.95","?"
"rafaelha.pythoncpp-debug","rafaelha.pythoncpp-debug-0.3.0-universal","0.95","?"
"dancheg97.grpc-clicker","dancheg97.grpc-clicker-1.0.15-universal","0.95","?"
"d-biehl.robotcode-gherkin","d-biehl.robotcode-gherkin-0.2.1-universal","0.95","?"
"mohitghodasara.odoo-debugger","mohitghodasara.odoo-debugger-1.5.0-universal","0.94","?"
"jeffreyjose07.truthmeter-ai","jeffreyjose07.truthmeter-ai-1.1.4-universal","0.94","?"
"wakatime.vscode-wakatime","wakatime.vscode-wakatime-30.2.1-universal","0.94","?"
"optirefine.aurawatch","optirefine.aurawatch-1.0.0-universal","0.94","?"
"mrsavage009.masseket-v2","mrsavage009.masseket-v2-0.2.0-universal","0.94","?"
"sahilrajpal.api-explorer","sahilrajpal.api-explorer-0.11.0-universal","0.93","?"
"leancode.patrol-vscode","leancode.patrol-vscode-1.0.1-universal","0.93","?"
"meherubhossainyemon.codebuddy","meherubhossainyemon.codebuddy-0.0.2-universal","0.93","?"
"leonardssh.vscord","leonardssh.vscord-5.3.9-universal","0.92","?"
"devmitrza.devmeter","devmitrza.devmeter-0.3.0-universal","0.92","?"
"decispher.decispher-branch-story","decispher.decispher-branch-story-0.4.0-universal","0.92","?"
"cubyts.cubyts-codeanalysis","cubyts.cubyts-codeanalysis-1.4.2-universal","0.92","?"
"yellow10041.lottie-json-preview","yellow10041.lottie-json-preview-1.0.2-universal","0.91","?"
"manaphatdev.antigravity-multi-id-quota","manaphatdev.antigravity-multi-id-quota-1.1.4-universal","0.91","?"
"byhikmet.aethersync","byhikmet.aethersync-1.0.72-universal","0.91","?"
"devlon.gitl","devlon.gitl-1.0.20-universal","0.91","?"
"kevinkern.instructa-ai-prompts","kevinkern.instructa-ai-prompts-0.3.2-universal","0.91","?"
"dewdewclock.dewdew-clock","dewdewclock.dewdew-clock-1.2511.3-universal","0.9","?"
"natearcher-ai.voxpilot","natearcher-ai.voxpilot-0.7.170-universal","0.89","?"
"michaellalavedramunayco.portman","michaellalavedramunayco.portman-1.1.5-universal","0.89","?"
"roipoussiere.cadquery","roipoussiere.cadquery-0.1.3-universal","0.89","?"
"promptconduit.promptconduit","promptconduit.promptconduit-0.17.1","0.89","?"
"redhat.vscode-redhat-account","redhat.vscode-redhat-account-0.2.0-universal","0.89","?"
"chainlesschain.chainlesschain-ide","chainlesschain.chainlesschain-ide-0.37.15-universal","0.88","?"
"vb000.remote-debug-server","vb000.remote-debug-server-1.0.0-universal","0.88","?"
"nizzynas.vtp-voice-prompt","nizzynas.vtp-voice-prompt-1.1.1-universal","0.88","?"
"ignore-lens.ignore-lens","ignore-lens.ignore-lens-1.0.0-universal","0.88","?"
"methil.mosaic-vscode","methil.mosaic-vscode-0.0.18-universal","0.88","?"
"sutharlabs.confluence-mcp","sutharlabs.confluence-mcp-1.0.2-universal","0.88","?"
"ieni.glimpse","ieni.glimpse-0.16.0-universal","0.88","?"
"nopeslide.vscode-drawio-plugin-mermaid","nopeslide.vscode-drawio-plugin-mermaid-0.1.2-universal","0.87","?"
"cap-pilot.cap-pilot","cap-pilot.cap-pilot-0.1.9-universal","0.87","?"
"inthepond.agent-view-for-claude-code","inthepond.agent-view-for-claude-code-0.6.0-universal","0.87","?"
"whyisee.z-epub-reader","whyisee.z-epub-reader-0.2.1-universal","0.86","?"
"kswpsclaude.wps-claude-vscode","kswpsclaude.wps-claude-vscode-0.3.7-universal","0.86","?"
"rayforcedb.rayforce-vscode","rayforcedb.rayforce-vscode-0.4.1-universal","0.86","?"
"rytora.rytora-code-composer","rytora.rytora-code-composer-1.0.18-universal","0.86","?"
"vampozo.hermes-ai-agent-vampozo","vampozo.hermes-ai-agent-vampozo-3.0.26-universal","0.85","?"
"fuzionix.file-tree-extractor","fuzionix.file-tree-extractor-1.4.0-universal","0.85","?"
"coolspy3.hmmm-language-support","coolspy3.hmmm-language-support-2.0.4-universal","0.85","?"
"heisebaiyun.kiro-for-cc","heisebaiyun.kiro-for-cc-0.2.9-universal","0.85","?"
"mkidding.vibertime","mkidding.vibertime-0.2.18","0.84","?"
"sutharlabs.jira-mcp","sutharlabs.jira-mcp-1.0.4-universal","0.84","?"
"memlite.memlite-extension","memlite.memlite-extension-0.1.3-universal","0.84","?"
"thorzhu.ai-code-acceptance-tracker","thorzhu.ai-code-acceptance-tracker-1.3.28-universal","0.83","?"
"rishisrivastav.code-core","rishisrivastav.code-core-0.2.8-universal","0.83","?"
"trailofbits.sarif-explorer","trailofbits.sarif-explorer-1.3.0-universal","0.83","?"
"vizzletf.geminicommit","vizzletf.geminicommit-3.3.2-universal","0.82","?"
"supermaven.supermaven","supermaven.supermaven-1.1.5-universal","0.82","?"
"mygnet.anemona-vault","mygnet.anemona-vault-1.0.7-universal","0.81","?"
"guezey.gemini-api-helper","guezey.gemini-api-helper-0.1.2-universal","0.81","?"
"cisco-ai.cisco-ai-security-scanner","cisco-ai.cisco-ai-security-scanner-1.0.6-universal","0.8","?"
"sandesh13fr.tcalc","sandesh13fr.tcalc-0.1.1-universal","0.8","?"
"streamline.streamline-icons","streamline.streamline-icons-1.15.0-universal","0.8","?"
"xiangz19.codex-ratelimit","xiangz19.codex-ratelimit-0.12.0-universal","0.79","?"
"regalloc.gcc-syntax-highlighting","regalloc.gcc-syntax-highlighting-2.1.0-universal","0.79","?"
"pranayagarwal.vscode-hack","pranayagarwal.vscode-hack-3.1.1-universal","0.79","?"
"justusadam.language-haskell","justusadam.language-haskell-3.6.0-universal","0.79","?"
"ibm.vscode-clle","ibm.vscode-clle-1.2.6-universal","0.79","?"
"hexaly.hexaly","hexaly.hexaly-14.0.20251202-universal","0.79","?"
"rafaelha.vscode-flamegraph","rafaelha.vscode-flamegraph-0.6.3-universal","0.79","?"
"trunglq.magic-console-logger","trunglq.magic-console-logger-2.1.0-universal","0.78","?"
"ethan-reesor.vscode-go-test-adapter","ethan-reesor.vscode-go-test-adapter-0.1.6-universal","0.78","?"
"omergulen.universal-console-utils","omergulen.universal-console-utils-1.2.2-universal","0.78","?"
"pomisoft.debug-console-plus","pomisoft.debug-console-plus-0.0.10-universal","0.78","?"
"psielta.sobek","psielta.sobek-0.5.1-universal","0.78","?"
"mcp-feedback.mcp-feedback-enhanced","mcp-feedback.mcp-feedback-enhanced-2.5.1-universal","0.78","?"
"maxorr.python-override-mark","maxorr.python-override-mark-0.5.1-universal","0.76","?"
"svg-icon-manager.svg-icon-manager","svg-icon-manager.svg-icon-manager-1.2.2-universal","0.76","?"
"vrognas.redmyne","vrognas.redmyne-4.41.0-universal","0.76","?"
"kodetech.krom-debug","kodetech.krom-debug-20.6.0-universal","0.76","?"
"c3.vscode-c3","c3.vscode-c3-0.3.6-universal","0.76","?"
"nadim-vscode.infinity-dark-theme","nadim-vscode.infinity-dark-theme-1.0.2-universal","0.76","?"
"najamcodes.lmagentchat","najamcodes.lmagentchat-0.1.0-universal","0.76","?"
"sharpdeveye.maestro-workflow","sharpdeveye.maestro-workflow-2.0.1-universal","0.75","?"
"omni-kobo.prisma-er-diagram","omni-kobo.prisma-er-diagram-0.1.2-universal","0.75","?"
"kinopeee.dontforgetest","kinopeee.dontforgetest-0.0.130-universal","0.75","?"
"keyursanghani.laravel-debug-buddy","keyursanghani.laravel-debug-buddy-5.0.5-universal","0.75","?"
"yonogames.aria-vscode","yonogames.aria-vscode-0.2.2-universal","0.75","?"
"travsr.travsr-vscode","travsr.travsr-vscode-0.9.0-universal","0.75","?"
"harishkaparwan.chroma-db","harishkaparwan.chroma-db-1.0.0-universal","0.74","?"
"theores.commit-message-generator-ai","theores.commit-message-generator-ai-1.0.4-universal","0.74","?"
"internetics.mcp-ollama-extension","internetics.mcp-ollama-extension-1.0.8-universal","0.74","?"
"harishkaparwan.qdrant-db","harishkaparwan.qdrant-db-0.1.4-universal","0.74","?"
"omkarpalika.tooning","omkarpalika.tooning-18.1.0-universal","0.74","?"
"fal.fal-label-tool","fal.fal-label-tool-1.1.0-universal","0.74","?"
"jaseci-labs.jaccoder","jaseci-labs.jaccoder-0.2.9-universal","0.74","?"
"youhogeon.ai-review","youhogeon.ai-review-0.1.5-universal","0.73","?"
"naumovs.color-highlight","naumovs.color-highlight-2.8.0-universal","0.72","?"
"oridwanbello.r-layout","oridwanbello.r-layout-0.4.1-universal","0.72","?"
"iliazeus.vscode-ansi","iliazeus.vscode-ansi-1.1.7-universal","0.72","?"
"changais.changais","changais.changais-0.1.0-universal","0.71","?"
"copado.vscode-copadoai","copado.vscode-copadoai-1.3.1-universal","0.71","?"
"rodolphebarbanneau.python-docstring-highlighter","rodolphebarbanneau.python-docstring-highlighter-0.2.4-universal","0.71","?"
"lenixbyte.adk-tools","lenixbyte.adk-tools-1.0.9-universal","0.71","?"
"midudev.better-svg","midudev.better-svg-0.5.1-universal","0.71","?"
"pleiades.java-extension-pack-jdk","pleiades.java-extension-pack-jdk-2026.624.0-universal","0.71","?"
"halcyontechltd.vscode-rpgle","halcyontechltd.vscode-rpgle-0.33.8-universal","0.71","?"
"daniilpostnov.pixelhush","daniilpostnov.pixelhush-1.5.9-universal","0.71","?"
"cluesmith.codev-vscode","cluesmith.codev-vscode-3.2.2-universal","0.71","?"
"rdaphq.rdaphq-traecord","rdaphq.rdaphq-traecord-1.2.1-universal","0.71","?"
"nextcortex.antigravity-dashboard","nextcortex.antigravity-dashboard-2.0.1-universal","0.7","?"
"rufat.cursor-chat-prompt-library-ru","rufat.cursor-chat-prompt-library-ru-0.6.6-universal","0.7","?"
"viraltech.commitwhisper","viraltech.commitwhisper-0.3.0-universal","0.7","?"
"thiht.vscode-venom","thiht.vscode-venom-1.7.1-universal","0.7","?"
"ethandellaposta.model-agent-extender","ethandellaposta.model-agent-extender-1.7.0-universal","0.69","?"
"parksubeom.claude-skills-panel","parksubeom.claude-skills-panel-0.45.1-universal","0.69","?"
"gudlab.gud-api","gudlab.gud-api-0.6.1-universal","0.69","?"
"hosseinseifoory.learning-extension","hosseinseifoory.learning-extension-0.1.4-universal","0.69","?"
"matepek.vscode-catch2-test-adapter","matepek.vscode-catch2-test-adapter-4.26.0-universal","0.69","?"
"typefox.vscode-messenger-devtools","typefox.vscode-messenger-devtools-0.7.0-universal","0.69","?"
"steeltroops.omnicontext","steeltroops.omnicontext-1.3.3-universal","0.69","?"
"firefox-devtools.vscode-firefox-debug","firefox-devtools.vscode-firefox-debug-2.15.0-universal","0.68","?"
"wherobots.wherobotsjobsubmit","wherobots.wherobotsjobsubmit-1.6.0-universal","0.68","?"
"jdouglas5153.java-extension-pack-jdk","jdouglas5153.java-extension-pack-jdk-2026.321.1-universal","0.68","?"
"p2l2.vunit-by-hgb","p2l2.vunit-by-hgb-1.0.6-universal","0.68","?"
"shopify.ruby-lsp","shopify.ruby-lsp-0.10.4-universal","0.68","?"
"davidmaliglowka.taskr-kanban","davidmaliglowka.taskr-kanban-1.0.1-universal","0.67","?"
"promptdriven.prompt-highlighter","promptdriven.prompt-highlighter-0.0.3-universal","0.67","?"
"rupesh9369.htmlpreview-vscode","rupesh9369.htmlpreview-vscode-1.0.6-universal","0.67","?"
"raul-shields63.java-extension-pack-jdk","raul-shields63.java-extension-pack-jdk-2026.321.1-universal","0.67","?"
"cong.2d3d-debug","cong.2d3d-debug-0.1.3-universal","0.67","?"
"munkhin.auto-accept-agent","munkhin.auto-accept-agent-13.0.0","0.67","?"
"simzhou.audiolens","simzhou.audiolens-1.8.3-universal","0.67","?"
"editorconfig.editorconfig","editorconfig.editorconfig-0.18.2-universal","0.67","?"
"dteam-top.vscode-docpilot","dteam-top.vscode-docpilot-0.7.0-universal","0.67","?"
"wiratama.flink-sql-toolkit","wiratama.flink-sql-toolkit-0.0.9-universal","0.66","?"
