"Name","Version","Folder","SizeMB","SizeGB","Large"
"ms-toolsai.vscode-jupyter-cell-tags","0.1.9","C:\Users\PCCPPPCCC\.positron\extensions\ms-toolsai.vscode-jupyter-cell-tags-0.1.9","0.45","0","否"
"molaga.vectis","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\molaga.vectis-0.2.0-universal","0.45","0","否"
"create3000.x3d-vscode-syntax-highlighting","1.3.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\create3000.x3d-vscode-syntax-highlighting-1.3.7-universal","0.45","0","否"
"mrchetan.phpstorm-parameter-hints-in-vscode","1.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\mrchetan.phpstorm-parameter-hints-in-vscode-1.2.1-universal","0.44","0","否"
"river.java-launcher","1.4.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\river.java-launcher-1.4.1-universal","0.44","0","否"
"pawelhuryn.claude-usage-phuryn","1.5.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\pawelhuryn.claude-usage-phuryn-1.5.5-universal","0.44","0","否"
"razroel.task-master-vscode-extension","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\razroel.task-master-vscode-extension-0.1.3-universal","0.44","0","否"
"disjukr.json-type-checker","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\disjukr.json-type-checker-0.1.3-universal","0.44","0","否"
"karaniph.python-code-mentor","2.2.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\karaniph.python-code-mentor-2.2.3-universal","0.44","0","否"
"codavidgarcia.antigravity-greenlight","1.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\codavidgarcia.antigravity-greenlight-1.2.2-universal","0.43","0","否"
"compresr.compresr","0.1.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\compresr.compresr-0.1.6-universal","0.43","0","否"
"vshaxe.hxcpp-debugger","1.2.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\vshaxe.hxcpp-debugger-1.2.4-universal","0.43","0","否"
"codmir.codmir-ide","0.5.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\codmir.codmir-ide-0.5.1-universal","0.43","0","否"
"siropkin.budi","1.5.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\siropkin.budi-1.5.8-universal","0.43","0","否"
"intersystems-community.servermanager","3.12.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\intersystems-community.servermanager-3.12.3-universal","0.43","0","否"
"formulahendry.agent-skills","0.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\formulahendry.agent-skills-0.0.4-universal","0.42","0","否"
"gguf.durian","0.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\gguf.durian-0.0.5-universal","0.42","0","否"
"skyran.ran-commit","0.0.20-universal","C:\Users\PCCPPPCCC\.positron\extensions\skyran.ran-commit-0.0.20-universal","0.42","0","否"
"nexalyte-tech-solutions.agent-execution-orchestration-node","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\nexalyte-tech-solutions.agent-execution-orchestration-node-1.0.1-universal","0.42","0","否"
"devsessioncanvas.dev-session-canvas-notifier","0.24.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\devsessioncanvas.dev-session-canvas-notifier-0.24.2-universal","0.42","0","否"
"ms-toolsai.vscode-jupyter-slideshow","0.1.6","C:\Users\PCCPPPCCC\.positron\extensions\ms-toolsai.vscode-jupyter-slideshow-0.1.6","0.42","0","否"
"coderoom.selfcoder","1.1.150-universal","C:\Users\PCCPPPCCC\.positron\extensions\coderoom.selfcoder-1.1.150-universal","0.42","0","否"
"devsessioncanvas.dev-session-canvas-notifier","0.24.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\devsessioncanvas.dev-session-canvas-notifier-0.24.1-universal","0.42","0","否"
"sr-team.inline-codelens","0.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\sr-team.inline-codelens-0.0.4-universal","0.41","0","否"
"techfetch-dev.codex-account-switch-vscode","1.8.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\techfetch-dev.codex-account-switch-vscode-1.8.6-universal","0.41","0","否"
"philau2512.explorer-line-count","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\philau2512.explorer-line-count-1.0.0-universal","0.41","0","否"
"lukadevv.chronest","1.1.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\lukadevv.chronest-1.1.7-universal","0.41","0","否"
"numlia-vs.git-keizu","0.8.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\numlia-vs.git-keizu-0.8.0-universal","0.41","0","否"
"numlia-vs.git-keizu","0.8.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\numlia-vs.git-keizu-0.8.1-universal","0.41","0","否"
"jeffersonvargas.fluxsql","0.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\jeffersonvargas.fluxsql-0.0.3-universal","0.41","0","否"
"smx.remote-config-gen","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\smx.remote-config-gen-1.0.0-universal","0.41","0","否"
"krnlcode.krnl-code","2.3.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\krnlcode.krnl-code-2.3.5-universal","0.41","0","否"
"nangui.makoki-visualizer","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\nangui.makoki-visualizer-0.1.5-universal","0.41","0","否"
"shqear.json-orbit","0.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\shqear.json-orbit-0.2.1-universal","0.4","0","否"
"foxication.bevy-inspection","0.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\foxication.bevy-inspection-0.1.2-universal","0.4","0","否"
"datasciencetech.forcefield","0.10.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\datasciencetech.forcefield-0.10.2-universal","0.4","0","否"
"epochix.epochix","0.5.17-universal","C:\Users\PCCPPPCCC\.positron\extensions\epochix.epochix-0.5.17-universal","0.4","0","否"
"daninemonic.mcp4humans","1.0.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\daninemonic.mcp4humans-1.0.7-universal","0.4","0","否"
"epochix.epochix","0.5.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\epochix.epochix-0.5.11-universal","0.4","0","否"
"slaugaus.visual-json","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\slaugaus.visual-json-1.0.0-universal","0.4","0","否"
"robin-collins.chatledger-antigravity","1.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\robin-collins.chatledger-antigravity-1.1.5-universal","0.4","0","否"
"kriek-institutional-research.antigravity-forensics","0.2.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\kriek-institutional-research.antigravity-forensics-0.2.8-universal","0.4","0","否"
"supperide.supperide-extension","0.5.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\supperide.supperide-extension-0.5.1-universal","0.39","0","否"
"touhidion.neurosync","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\touhidion.neurosync-1.1.0-universal","0.39","0","否"
"omegaapi.omegaapi-ai","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\omegaapi.omegaapi-ai-1.0.0-universal","0.39","0","否"
"ivanpasco.clean-language","2.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ivanpasco.clean-language-2.1.0-universal","0.39","0","否"
"cognitra.vibe-check","0.7.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\cognitra.vibe-check-0.7.0-universal","0.39","0","否"
"izantech.scrcpy-vscode","0.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\izantech.scrcpy-vscode-0.1.4-universal","0.39","0","否"
"codebyabi.fahh-error-sound","0.0.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\codebyabi.fahh-error-sound-0.0.8-universal","0.39","0","否"
"sergey-zinchenko.dial-chat-model-provider","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\sergey-zinchenko.dial-chat-model-provider-0.1.1-universal","0.39","0","否"
"harishkaparwan.milvus-db-studio","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\harishkaparwan.milvus-db-studio-0.1.0-universal","0.38","0","否"
"yoruhub.synaptree","0.1.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\yoruhub.synaptree-0.1.8-universal","0.38","0","否"
"vinkius.ide-catalog","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\vinkius.ide-catalog-0.1.1-universal","0.38","0","否"
"zardoy.ide-scripting","0.1.12-universal","C:\Users\PCCPPPCCC\.positron\extensions\zardoy.ide-scripting-0.1.12-universal","0.38","0","否"
"everjusts.company-dossier","2.11.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\everjusts.company-dossier-2.11.0-universal","0.38","0","否"
"devyas319.csv-interactive-table-viewer","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\devyas319.csv-interactive-table-viewer-0.1.5-universal","0.38","0","否"
"zenroychance.blink-time-tracker-cursor","0.0.20-universal","C:\Users\PCCPPPCCC\.positron\extensions\zenroychance.blink-time-tracker-cursor-0.0.20-universal","0.38","0","否"
"cecicifu.cursor-plans-history","1.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\cecicifu.cursor-plans-history-1.2.1-universal","0.38","0","否"
"hnaut.voxai-prompt","3.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\hnaut.voxai-prompt-3.0.5-universal","0.37","0","否"
"imandra.codelogician-traces","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\imandra.codelogician-traces-0.1.3-universal","0.37","0","否"
"eclipse-cdt.vscode-trace-server","0.2.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\eclipse-cdt.vscode-trace-server-0.2.6-universal","0.37","0","否"
"devyas319.csv-table-viewer","0.1.8","C:\Users\PCCPPPCCC\.positron\extensions\devyas319.csv-table-viewer-0.1.8","0.37","0","否"
"yishifuhua.local-history-chinese","1.8.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\yishifuhua.local-history-chinese-1.8.3-universal","0.37","0","否"
"buscasclientes.webmcp-pro-freaks-p2win","1.4.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\buscasclientes.webmcp-pro-freaks-p2win-1.4.3-universal","0.37","0","否"
"dr-mohammed-hamed.android-studio-flash","0.3.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\dr-mohammed-hamed.android-studio-flash-0.3.1-universal","0.37","0","否"
"focomai.focom","0.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\focomai.focom-0.0.4-universal","0.37","0","否"
"tenureai.tenure-vscode","1.0.25-universal","C:\Users\PCCPPPCCC\.positron\extensions\tenureai.tenure-vscode-1.0.25-universal","0.36","0","否"
"cloudstudio.code-assistant-pro","0.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\cloudstudio.code-assistant-pro-0.0.3-universal","0.36","0","否"
"operon.operon-vscode","0.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\operon.operon-vscode-0.4.0-universal","0.36","0","否"
"posit.shiny","1.4.1","C:\Users\PCCPPPCCC\.positron\extensions\posit.shiny-1.4.1","0.36","0","否"
"yxshee.skill-manager-antigravity","1.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\yxshee.skill-manager-antigravity-1.2.1-universal","0.36","0","否"
"nockasdd.domyh-auto-accept","1.0.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\nockasdd.domyh-auto-accept-1.0.7-universal","0.36","0","否"
"redemptionroad.redemption-road-ai","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\redemptionroad.redemption-road-ai-1.0.0-universal","0.36","0","否"
"darknova.aditya-ghost-writer","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\darknova.aditya-ghost-writer-1.0.0-universal","0.36","0","否"
"m121752332.genero-fgl","0.1.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\m121752332.genero-fgl-0.1.8-universal","0.36","0","否"
"nguyenxuanvinh.vtcode-companion","0.50.14-universal","C:\Users\PCCPPPCCC\.positron\extensions\nguyenxuanvinh.vtcode-companion-0.50.14-universal","0.36","0","否"
"hudakf.cds","0.7.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\hudakf.cds-0.7.3-universal","0.36","0","否"
"greenplumwine.mybatis-helper","0.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\greenplumwine.mybatis-helper-0.0.3-universal","0.35","0","否"
"codestralagent.codestral-ai","0.1.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\codestralagent.codestral-ai-0.1.7-universal","0.35","0","否"
"ultimate-ai-team.ultimate-ai","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ultimate-ai-team.ultimate-ai-1.0.0-universal","0.35","0","否"
"wassimdev.wassimdev-vscode-deepseek","0.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\wassimdev.wassimdev-vscode-deepseek-0.0.5-universal","0.35","0","否"
"statewavedev.statewave-ide-companion","0.1.13-universal","C:\Users\PCCPPPCCC\.positron\extensions\statewavedev.statewave-ide-companion-0.1.13-universal","0.35","0","否"
"julienpironfr.8810","1.4.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\julienpironfr.8810-1.4.6-universal","0.35","0","否"
"oolab-labs.claude-ide-bridge-extension","1.4.24-universal","C:\Users\PCCPPPCCC\.positron\extensions\oolab-labs.claude-ide-bridge-extension-1.4.24-universal","0.35","0","否"
"chatflip.resource-lens","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\chatflip.resource-lens-0.1.0-universal","0.35","0","否"
"dominodatalab.domino-data-lab-vscode-extension","1.0.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\dominodatalab.domino-data-lab-vscode-extension-1.0.10-universal","0.34","0","否"
"ebenezerdon.npm-studio","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\ebenezerdon.npm-studio-1.0.2-universal","0.34","0","否"
"liondoge.vscript-debug","0.2.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\liondoge.vscript-debug-0.2.7-universal","0.34","0","否"
"myoontyee.claude-code-prism","0.6.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\myoontyee.claude-code-prism-0.6.3-universal","0.33","0","否"
"leonardomjq.goblin-mode","0.3.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\leonardomjq.goblin-mode-0.3.2-universal","0.33","0","否"
"hiadev.antigravity-quota-monitor","1.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\hiadev.antigravity-quota-monitor-1.0.4-universal","0.33","0","否"
"wardy.wardy","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\wardy.wardy-0.3.0-universal","0.33","0","否"
"revanthpobala.agentic-gatekeeper","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\revanthpobala.agentic-gatekeeper-1.3.0-universal","0.33","0","否"
"gitrcokr.gitrcokr","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\gitrcokr.gitrcokr-1.1.1-universal","0.33","0","否"
"ygqygq2.turbo-print-log","4.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ygqygq2.turbo-print-log-4.0.0-universal","0.33","0","否"
"wpipe.wpipe-vscode","1.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\wpipe.wpipe-vscode-1.0.5-universal","0.33","0","否"
"janmanek.maicrew-status-vscode","0.10.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\janmanek.maicrew-status-vscode-0.10.1-universal","0.33","0","否"
"debugpyattacher.debugpy-attacher","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\debugpyattacher.debugpy-attacher-1.3.0-universal","0.32","0","否"
"toragonite.claude-code-orchestrator","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\toragonite.claude-code-orchestrator-1.1.1-universal","0.32","0","否"
"llegomark.ag-telemetry","2.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\llegomark.ag-telemetry-2.0.4-universal","0.32","0","否"
"gautampachnanda101.promptx-chat-participant","0.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\gautampachnanda101.promptx-chat-participant-0.5.0-universal","0.32","0","否"
"ms-vscode.mock-debug","0.52.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-vscode.mock-debug-0.52.0-universal","0.32","0","否"
"harryhopkinson.vs-code-runner","2.2.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\harryhopkinson.vs-code-runner-2.2.5-universal","0.32","0","否"
"tomyoktavian.device-simulator","0.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\tomyoktavian.device-simulator-0.1.2-universal","0.31","0","否"
"estock.estock-watcher","0.9.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\estock.estock-watcher-0.9.0-universal","0.31","0","否"
"moalamri.inline-fold","0.2.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\moalamri.inline-fold-0.2.3-universal","0.31","0","否"
"redsilence.antigravity-os","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\redsilence.antigravity-os-0.1.3-universal","0.31","0","否"
"nopeslide.vscode-drawio-plugin-wavedrom","0.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\nopeslide.vscode-drawio-plugin-wavedrom-0.0.1-universal","0.31","0","否"
"rodsarhan.tstypecolorpreview","0.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\rodsarhan.tstypecolorpreview-0.2.2-universal","0.31","0","否"
"hwantage.cursor-ime-indicator","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\hwantage.cursor-ime-indicator-0.1.0-universal","0.31","0","否"
"tangkeimg.moba-status-bar","1.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\tangkeimg.moba-status-bar-1.4.0-universal","0.31","0","否"
"headout.eevee-tokens-visualizer","1.2.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\headout.eevee-tokens-visualizer-1.2.4-universal","0.31","0","否"
"edgeonepages.edgeone-pages","0.0.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\edgeonepages.edgeone-pages-0.0.6-universal","0.31","0","否"
"estock.estock-watcher","0.8.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\estock.estock-watcher-0.8.15-universal","0.3","0","否"
"duvaragesh.ibm-iagentx","0.2.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\duvaragesh.ibm-iagentx-0.2.4-universal","0.3","0","否"
"waelabosamra.copilot-rtl","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\waelabosamra.copilot-rtl-0.3.0-universal","0.3","0","否"
"manmanson.so-latch","0.1.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\manmanson.so-latch-0.1.0-win32-x64","0.3","0","否"
"changwenluo.codex-link","0.0.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\changwenluo.codex-link-0.0.7-universal","0.29","0","否"
"yehudalevy-collab.polis-protocol","0.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\yehudalevy-collab.polis-protocol-0.2.2-universal","0.29","0","否"
"onxgroup.elastic-tabstops-mono","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\onxgroup.elastic-tabstops-mono-1.1.0-universal","0.29","0","否"
"daniele-lenares.gittini","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\daniele-lenares.gittini-1.0.1-universal","0.29","0","否"
"ms-vscode.node-debug","1.45.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-vscode.node-debug-1.45.0-universal","0.29","0","否"
"jeurboy.ai-context-bridge","0.6.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\jeurboy.ai-context-bridge-0.6.2-universal","0.29","0","否"
"pfwobcke.vscode-ttf","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\pfwobcke.vscode-ttf-1.1.1-universal","0.29","0","否"
"mikesoft.vscode-super-cli","0.8.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\mikesoft.vscode-super-cli-0.8.3-universal","0.29","0","否"
"viber.viber","1.0.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\viber.viber-1.0.6-universal","0.29","0","否"
"eguskov.dascript","0.0.28-universal","C:\Users\PCCPPPCCC\.positron\extensions\eguskov.dascript-0.0.28-universal","0.29","0","否"
"ibm.ibmidebug","3.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\ibm.ibmidebug-3.0.3-universal","0.28","0","否"
"defenter.defenter-vsc","0.0.96-universal","C:\Users\PCCPPPCCC\.positron\extensions\defenter.defenter-vsc-0.0.96-universal","0.28","0","否"
"mkxml.vscode-filesize","3.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\mkxml.vscode-filesize-3.2.2-universal","0.28","0","否"
"soumyaprasadrana.vscode-java-debugx","1.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\soumyaprasadrana.vscode-java-debugx-1.0.3-universal","0.28","0","否"
"sumukhp-dev.sagemaker-remote-connection","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\sumukhp-dev.sagemaker-remote-connection-1.1.1-universal","0.28","0","否"
"mcpower.mcpower","0.0.87-universal","C:\Users\PCCPPPCCC\.positron\extensions\mcpower.mcpower-0.0.87-universal","0.28","0","否"
"ducflair.duc","3.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ducflair.duc-3.0.0-universal","0.28","0","否"
"px39n.obsidianpreview","1.0.19-universal","C:\Users\PCCPPPCCC\.positron\extensions\px39n.obsidianpreview-1.0.19-universal","0.28","0","否"
"porcelli-dev.json-2-toon","0.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\porcelli-dev.json-2-toon-0.6.0-universal","0.28","0","否"
"flamezerg.cc-cli-quota","1.1.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\flamezerg.cc-cli-quota-1.1.8-universal","0.28","0","否"
"awaitful.awaitful","0.7.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\awaitful.awaitful-0.7.2-universal","0.28","0","否"
"sumukhp-dev.cursor-sagemaker-notebook-connector","1.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\sumukhp-dev.cursor-sagemaker-notebook-connector-1.2.1-universal","0.28","0","否"
"kibernet.zentao-bug-assistant-vscode","1.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kibernet.zentao-bug-assistant-vscode-1.2.0-universal","0.28","0","否"
"kuarkdev.kuark-studio-ext","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kuarkdev.kuark-studio-ext-0.3.0-universal","0.27","0","否"
"worklifesg.archsketch","0.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\worklifesg.archsketch-0.1.4-universal","0.27","0","否"
"romainmenke.csstools-design-tokens","1.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\romainmenke.csstools-design-tokens-1.2.0-universal","0.27","0","否"
"samuelcolvin.jinjahtml","0.20.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\samuelcolvin.jinjahtml-0.20.0-universal","0.27","0","否"
"peterdev.codegroup-file-organizer","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\peterdev.codegroup-file-organizer-1.3.0-universal","0.27","0","否"
"bynara-id.bynara-vscode","0.71.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\bynara-id.bynara-vscode-0.71.2-universal","0.27","0","否"
"zerog-ai.zerog-vscode-bridge","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\zerog-ai.zerog-vscode-bridge-1.0.1-universal","0.27","0","否"
"flowstudio.flowstudio-mcp","0.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\flowstudio.flowstudio-mcp-0.6.0-universal","0.27","0","否"
"znork.auto-accept-agent-free","1.2.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\znork.auto-accept-agent-free-1.2.9-universal","0.26","0","否"
"questo.lens-cursor-extension","0.3.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\questo.lens-cursor-extension-0.3.3-universal","0.26","0","否"
"moonrepo.moon-console","0.16.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\moonrepo.moon-console-0.16.6-universal","0.26","0","否"
"keyshout.webhook-inspector","0.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\keyshout.webhook-inspector-0.1.2-universal","0.26","0","否"
"christofkaufmann.dataframe-viewer","0.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\christofkaufmann.dataframe-viewer-0.0.3-universal","0.26","0","否"
"drdelco.mimo-provider","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\drdelco.mimo-provider-1.1.0-universal","0.26","0","否"
"gguf.gguf-editor","0.1.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\gguf.gguf-editor-0.1.5-universal","0.25","0","否"
"livrasand.codetrackr-official","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\livrasand.codetrackr-official-1.0.2-universal","0.25","0","否"
"locust.locust-vscode-extension","0.1.70-universal","C:\Users\PCCPPPCCC\.positron\extensions\locust.locust-vscode-extension-0.1.70-universal","0.25","0","否"
"flowstudio.flowstudio-mcp-claude","0.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\flowstudio.flowstudio-mcp-claude-0.2.2-universal","0.25","0","否"
"emusal.alogin-skills","0.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\emusal.alogin-skills-0.2.2-universal","0.25","0","否"
"vireon-craft.ag-monitor","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\vireon-craft.ag-monitor-1.1.1-universal","0.25","0","否"
"ericsia.pythonsnippets3pro","3.3.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\ericsia.pythonsnippets3pro-3.3.2-universal","0.25","0","否"
"giancarloerra.socraticode","1.8.18-universal","C:\Users\PCCPPPCCC\.positron\extensions\giancarloerra.socraticode-1.8.18-universal","0.25","0","否"
"snipara.snipara","2.0.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\snipara.snipara-2.0.8-universal","0.25","0","否"
"toppymicroservices.beads-git-graph","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\toppymicroservices.beads-git-graph-0.3.0-universal","0.25","0","否"
"ryukenshin546-a11y.claude-prompt-meter","0.6.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\ryukenshin546-a11y.claude-prompt-meter-0.6.2-universal","0.24","0","否"
"mrbeandev.mcp-http-tool","0.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\mrbeandev.mcp-http-tool-0.0.2-universal","0.24","0","否"
"morvism.hooshyar","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\morvism.hooshyar-0.3.0-universal","0.24","0","否"
"psychobarge.stanza-line-counter","0.9.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\psychobarge.stanza-line-counter-0.9.2-universal","0.24","0","否"
"damvolkov.ecodewhisper","0.3.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\damvolkov.ecodewhisper-0.3.2-universal","0.24","0","否"
"efemer.aicoach","0.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\efemer.aicoach-0.6.0-universal","0.24","0","否"
"zheng404.ai-quota-dashboard","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\zheng404.ai-quota-dashboard-1.1.0-universal","0.24","0","否"
"ericsia.pythonsnippets3","3.3.18-universal","C:\Users\PCCPPPCCC\.positron\extensions\ericsia.pythonsnippets3-3.3.18-universal","0.24","0","否"
"lferrarezi.devin-cli-chat-vscode","1.12.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\lferrarezi.devin-cli-chat-vscode-1.12.0-universal","0.23","0","否"
