"Name","Version","Folder","SizeMB","SizeGB","Large"
"unode.unodeai","0.9.30-universal","C:\Users\PCCPPPCCC\.positron\extensions\unode.unodeai-0.9.30-universal","2.73","0.003","否"
"repreng.csv","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\repreng.csv-1.3.0-universal","2.73","0.003","否"
"sinch.sinch-conversation-api","1.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\sinch.sinch-conversation-api-1.0.3-universal","2.72","0.003","否"
"howcasperwhat.comment-formula","1.4.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\howcasperwhat.comment-formula-1.4.0-universal","2.71","0.003","否"
"profelis.dascript-plugin","1.3.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\profelis.dascript-plugin-1.3.6-universal","2.71","0.003","否"
"embedd-team.embedd-peripheral-viewer","1.7.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\embedd-team.embedd-peripheral-viewer-1.7.3-universal","2.71","0.003","否"
"microchip.mplab-core-da","1.10.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\microchip.mplab-core-da-1.10.0-universal","2.7","0.003","否"
"codapt.codapt-extension","0.0.52-universal","C:\Users\PCCPPPCCC\.positron\extensions\codapt.codapt-extension-0.0.52-universal","2.7","0.003","否"
"luohe.js-debug-for-luohe-react","0.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\luohe.js-debug-for-luohe-react-0.0.1-universal","2.7","0.003","否"
"mainul-islam.tiermux","0.1.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\mainul-islam.tiermux-0.1.6-universal","2.69","0.003","否"
"microchip.runcmake","1.9.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\microchip.runcmake-1.9.0-universal","2.69","0.003","否"
"castle-engine-team.castle-engine","1.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\castle-engine-team.castle-engine-1.6.0-universal","2.69","0.003","否"
"yaprepo.reporelic","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\yaprepo.reporelic-1.1.0-universal","2.69","0.003","否"
"msjsdiag.debugger-for-chrome","4.12.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\msjsdiag.debugger-for-chrome-4.12.6-universal","2.68","0.003","否"
"zcy-zero-moss-team.zero-moss-extension","0.1.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\zcy-zero-moss-team.zero-moss-extension-0.1.6-universal","2.66","0.003","否"
"ktiays.aicursor","0.5.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\ktiays.aicursor-0.5.3-universal","2.64","0.003","否"
"jlcodes.antigravity-cockpit","2.1.52-universal","C:\Users\PCCPPPCCC\.positron\extensions\jlcodes.antigravity-cockpit-2.1.52-universal","2.64","0.003","否"
"lyuwenhan.mermaid-snap","1.0.21-universal","C:\Users\PCCPPPCCC\.positron\extensions\lyuwenhan.mermaid-snap-1.0.21-universal","2.64","0.003","否"
"maxwell.vscode-latte","1.0.31-universal","C:\Users\PCCPPPCCC\.positron\extensions\maxwell.vscode-latte-1.0.31-universal","2.64","0.003","否"
"sukhtumur.paami","3.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\sukhtumur.paami-3.2.0-universal","2.63","0.003","否"
"cryptarchs.velora","1.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\cryptarchs.velora-1.1.0-universal","2.63","0.003","否"
"ran-codes.code-organizer","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\ran-codes.code-organizer-0.1.1-universal","2.63","0.003","否"
"eliostruyf.spfx-snippets","1.13.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\eliostruyf.spfx-snippets-1.13.0-universal","2.62","0.003","否"
"webersonrodrigues.kiro-ecosystem-graph","0.3.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\webersonrodrigues.kiro-ecosystem-graph-0.3.4-universal","2.61","0.003","否"
"jetmartin.apicurio","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\jetmartin.apicurio-0.1.0-universal","2.6","0.003","否"
"unode.unodeai","0.9.29-universal","C:\Users\PCCPPPCCC\.positron\extensions\unode.unodeai-0.9.29-universal","2.6","0.003","否"
"marcmassacapo.harness-dashboard-vscode","0.7.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\marcmassacapo.harness-dashboard-vscode-0.7.0-universal","2.6","0.003","否"
"godwinjoseph.advanced-json-studio","1.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\godwinjoseph.advanced-json-studio-1.0.5-universal","2.58","0.003","否"
"ms-vscode.powershell-preview","2020.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-vscode.powershell-preview-2020.3.0-universal","2.58","0.003","否"
"oaslananka.fovuxstudiokit","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\oaslananka.fovuxstudiokit-1.3.0-universal","2.58","0.003","否"
"devark.devark-extension","0.1.18-universal","C:\Users\PCCPPPCCC\.positron\extensions\devark.devark-extension-0.1.18-universal","2.57","0.003","否"
"expo.vscode-expo-tools","1.6.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\expo.vscode-expo-tools-1.6.3-universal","2.57","0.003","否"
"karthikaradhya.consolewatch","0.1.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\karthikaradhya.consolewatch-0.1.0-universal","2.57","0.003","否"
"nandamyashwanth.go-debugger-ai","2.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\nandamyashwanth.go-debugger-ai-2.0.3-universal","2.56","0.003","否"
"crsx.icons-library","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\crsx.icons-library-1.0.1-universal","2.56","0.002","否"
"mubashir-ali.bio-data-hub","1.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mubashir-ali.bio-data-hub-1.5.0-universal","2.55","0.002","否"
"sencercetinturk.chainforge","1.4.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\sencercetinturk.chainforge-1.4.1-universal","2.54","0.002","否"
"elixir-lsp.elixir-ls","0.31.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\elixir-lsp.elixir-ls-0.31.1-universal","2.54","0.002","否"
"terrastruct.d2","0.8.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\terrastruct.d2-0.8.6-universal","2.53","0.002","否"
"kx.kdb","1.18.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\kx.kdb-1.18.1-universal","2.53","0.002","否"
"diemasmichiels.emulate","1.8.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\diemasmichiels.emulate-1.8.2-universal","2.52","0.002","否"
"drom.vcdrom","0.6.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\drom.vcdrom-0.6.0-universal","2.52","0.002","否"
"mrchetan.goto-laravel-components","1.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\mrchetan.goto-laravel-components-1.0.2-universal","2.5","0.002","否"
"openubmc.openubmc-skills-marketplace","1.1.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\openubmc.openubmc-skills-marketplace-1.1.8-universal","2.5","0.002","否"
"tahabasri.snippets","4.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\tahabasri.snippets-4.2.0-universal","2.49","0.002","否"
"web33.repoanalyzer","0.5.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\web33.repoanalyzer-0.5.4-universal","2.48","0.002","否"
"truesparrow.sirji","0.0.31-universal","C:\Users\PCCPPPCCC\.positron\extensions\truesparrow.sirji-0.0.31-universal","2.48","0.002","否"
"qcodex.qcodex","0.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\qcodex.qcodex-0.0.4-universal","2.48","0.002","否"
"ms-vscode.node-debug2","1.43.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-vscode.node-debug2-1.43.0-universal","2.47","0.002","否"
"neoresearchinc.heyneo","1.1.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\neoresearchinc.heyneo-1.1.2-universal","2.47","0.002","否"
"jonpena.console-warrior","1.3.31-universal","C:\Users\PCCPPPCCC\.positron\extensions\jonpena.console-warrior-1.3.31-universal","2.47","0.002","否"
"dc-commits.aws-lens-event-driven","0.6.0","C:\Users\PCCPPPCCC\.positron\extensions\dc-commits.aws-lens-event-driven-0.6.0","2.47","0.002","否"
"filipstrand.gitbit","0.4.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\filipstrand.gitbit-0.4.4-universal","2.47","0.002","否"
"laurids.agent-skills-sh","0.1.16-universal","C:\Users\PCCPPPCCC\.positron\extensions\laurids.agent-skills-sh-0.1.16-universal","2.46","0.002","否"
"streetsidesoftware.code-spell-checker-russian","2.2.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\streetsidesoftware.code-spell-checker-russian-2.2.4-universal","2.46","0.002","否"
"ms-toolsai.vscode-jupyter-powertoys","0.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-toolsai.vscode-jupyter-powertoys-0.1.1-universal","2.46","0.002","否"
"deepx.deepv-code-vscode-companion","1.0.195-universal","C:\Users\PCCPPPCCC\.positron\extensions\deepx.deepv-code-vscode-companion-1.0.195-universal","2.45","0.002","否"
"mschababerle.status-bar-param","1.10.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mschababerle.status-bar-param-1.10.0-universal","2.43","0.002","否"
"tasking-winidea.tasking-hexeditor","1.9.22-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\tasking-winidea.tasking-hexeditor-1.9.22-win32-x64","2.42","0.002","否"
"meherub-hossain-yemon.codebuddy","0.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\meherub-hossain-yemon.codebuddy-0.0.2-universal","2.42","0.002","否"
"openimagedebugger.openimagedebugger-vscode","1.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\openimagedebugger.openimagedebugger-vscode-1.2.0-universal","2.42","0.002","否"
"mantiqh.jsonlens","0.1.7","C:\Users\PCCPPPCCC\.positron\extensions\mantiqh.jsonlens-0.1.7","2.41","0.002","否"
"vokality.emote","0.2.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\vokality.emote-0.2.3-universal","2.41","0.002","否"
"freerave.dotcommand","2.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\freerave.dotcommand-2.0.1-universal","2.4","0.002","否"
"charleshong3.autocomp-visualizer","0.2.10-universal","C:\Users\PCCPPPCCC\.positron\extensions\charleshong3.autocomp-visualizer-0.2.10-universal","2.39","0.002","否"
"xenriq.promptive-sentry-ide","2.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\xenriq.promptive-sentry-ide-2.0.2-universal","2.39","0.002","否"
"viper7882.mqlens","0.0.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\viper7882.mqlens-0.0.2-universal","2.39","0.002","否"
"yusukeabe.gitinprogress","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\yusukeabe.gitinprogress-0.3.0-universal","2.38","0.002","否"
"yoavbls.pretty-ts-errors","0.8.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\yoavbls.pretty-ts-errors-0.8.7-universal","2.37","0.002","否"
"nrentas.clauder","0.1.17-universal","C:\Users\PCCPPPCCC\.positron\extensions\nrentas.clauder-0.1.17-universal","2.37","0.002","否"
"dewufe.du-i18n-2","1.3.42-universal","C:\Users\PCCPPPCCC\.positron\extensions\dewufe.du-i18n-2-1.3.42-universal","2.37","0.002","否"
"joouis.agent-maestro","2.9.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\joouis.agent-maestro-2.9.0-universal","2.37","0.002","否"
"felipefontes.flutter-widget-preview","0.1.15-universal","C:\Users\PCCPPPCCC\.positron\extensions\felipefontes.flutter-widget-preview-0.1.15-universal","2.36","0.002","否"
"lvboda.vscode-i18n-fast","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\lvboda.vscode-i18n-fast-1.0.0-universal","2.36","0.002","否"
"mikesoft.vscode-grok-build-launcher","0.1.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\mikesoft.vscode-grok-build-launcher-0.1.7-universal","2.35","0.002","否"
"collabsuite.staff-engineer","0.3.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\collabsuite.staff-engineer-0.3.1-universal","2.34","0.002","否"
"ukaisi.inspect-ai","0.9.14-universal","C:\Users\PCCPPPCCC\.positron\extensions\ukaisi.inspect-ai-0.9.14-universal","2.34","0.002","否"
"silkepilon.youchat","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\silkepilon.youchat-0.1.3-universal","2.33","0.002","否"
"jamestiotio.compstruct-vscode","0.2.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\jamestiotio.compstruct-vscode-0.2.11-universal","2.32","0.002","否"
"gengjiawen.vscode-npm-dependency","1.2.2","C:\Users\PCCPPPCCC\.positron\extensions\gengjiawen.vscode-npm-dependency-1.2.2","2.32","0.002","否"
"modiqo.rote","0.36.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\modiqo.rote-0.36.1-universal","2.32","0.002","否"
"jodacame.vsstats","1.3.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\jodacame.vsstats-1.3.2-universal","2.31","0.002","否"
"openmodelica.metamodelica-language-server","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\openmodelica.metamodelica-language-server-0.2.0-universal","2.3","0.002","否"
"tlg.prophet-plus","2.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\tlg.prophet-plus-2.0.4-universal","2.27","0.002","否"
"kjokkenkoddinger.flutter-net-inspector","0.1.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\kjokkenkoddinger.flutter-net-inspector-0.1.4-universal","2.27","0.002","否"
"dhimitriosduka.slurm-cluster-manager","1.5.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\dhimitriosduka.slurm-cluster-manager-1.5.0-universal","2.27","0.002","否"
"mikesoft.vscode-antigravity-cli-launcher","0.1.6-universal","C:\Users\PCCPPPCCC\.positron\extensions\mikesoft.vscode-antigravity-cli-launcher-0.1.6-universal","2.27","0.002","否"
"webfreak.debug","0.27.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\webfreak.debug-0.27.0-universal","2.26","0.002","否"
"ibm.vscode-ibmi-bob","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ibm.vscode-ibmi-bob-1.0.0-universal","2.26","0.002","否"
"odangoo.otak-committer","2.16.11-universal","C:\Users\PCCPPPCCC\.positron\extensions\odangoo.otak-committer-2.16.11-universal","2.26","0.002","否"
"seyyedkhandon.firacode","2.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\seyyedkhandon.firacode-2.2.2-universal","2.25","0.002","否"
"karthikaradhya.vscode-scrcpy","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\karthikaradhya.vscode-scrcpy-1.1.1-universal","2.24","0.002","否"
"dhanush-008.ai-readme-markdown-generator","1.0.5-universal","C:\Users\PCCPPPCCC\.positron\extensions\dhanush-008.ai-readme-markdown-generator-1.0.5-universal","2.23","0.002","否"
"vscode-infra.image-viewer","2.0.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\vscode-infra.image-viewer-2.0.4-universal","2.23","0.002","否"
"nikolairadke.aiduino","2.7.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\nikolairadke.aiduino-2.7.0-universal","2.23","0.002","否"
"joshmann.aspire-vscode","1.0.8-patch-universal","C:\Users\PCCPPPCCC\.positron\extensions\joshmann.aspire-vscode-1.0.8-patch-universal","2.22","0.002","否"
"tuld01061.md-live-server","0.2.2-universal","C:\Users\PCCPPPCCC\.positron\extensions\tuld01061.md-live-server-0.2.2-universal","2.22","0.002","否"
"devsense-team.devsense","1.0.64-universal","C:\Users\PCCPPPCCC\.positron\extensions\devsense-team.devsense-1.0.64-universal","2.21","0.002","否"
"qoretechnologies.qore-vscode","0.7.4-universal","C:\Users\PCCPPPCCC\.positron\extensions\qoretechnologies.qore-vscode-0.7.4-universal","2.21","0.002","否"
"magicstack.magicpython","1.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\magicstack.magicpython-1.1.1-universal","2.21","0.002","否"
"bastndev.compare-code","0.2.9-universal","C:\Users\PCCPPPCCC\.positron\extensions\bastndev.compare-code-0.2.9-universal","2.2","0.002","否"
"forward2k.phpnexus","1.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\forward2k.phpnexus-1.0.1-universal","2.2","0.002","否"
"safeguard-sh-inc.safeguardshideextension","5.0.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\safeguard-sh-inc.safeguardshideextension-5.0.1-universal","2.19","0.002","否"
"tikou-web.gcp-switch-config","2.2.7-universal","C:\Users\PCCPPPCCC\.positron\extensions\tikou-web.gcp-switch-config-2.2.7-universal","2.19","0.002","否"
"x3ric.nytrix","0.2.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\x3ric.nytrix-0.2.0-universal","2.19","0.002","否"
"hevolve-ai.trueflow","0.1.620-universal","C:\Users\PCCPPPCCC\.positron\extensions\hevolve-ai.trueflow-0.1.620-universal","2.18","0.002","否"
"jagreehal.autotel-vscode","1.0.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\jagreehal.autotel-vscode-1.0.0-universal","2.18","0.002","否"
"nextdev.nextdev","3.0.12-universal","C:\Users\PCCPPPCCC\.positron\extensions\nextdev.nextdev-3.0.12-universal","2.16","0.002","否"
"eclipse-cdt.svd-viewer","1.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\eclipse-cdt.svd-viewer-1.3.0-universal","2.16","0.002","否"
"causly-youraibugdetective.causly","0.1.8-universal","C:\Users\PCCPPPCCC\.positron\extensions\causly-youraibugdetective.causly-0.1.8-universal","2.16","0.002","否"
"planet57.vscode-beads","0.13.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\planet57.vscode-beads-0.13.0-universal","2.16","0.002","否"
"ptsd.liubai-vscode-extension","0.31.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\ptsd.liubai-vscode-extension-0.31.1-universal","2.15","0.002","否"
"weichuandong.weread-vscode","3.1.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\weichuandong.weread-vscode-3.1.1-universal","2.15","0.002","否"
"cortex-debug.svd-viewer","1.2.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\cortex-debug.svd-viewer-1.2.3-universal","2.15","0.002","否"
"elishevkirill.bsl-analyzer-lsp","0.1.12-universal","C:\Users\PCCPPPCCC\.positron\extensions\elishevkirill.bsl-analyzer-lsp-0.1.12-universal","2.15","0.002","否"
"pydemia.demian","1.2.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\pydemia.demian-1.2.1-universal","2.15","0.002","否"
"mshr-h.veriloghdl","1.29.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\mshr-h.veriloghdl-1.29.0-universal","2.15","0.002","否"
"singularitti.vscode-julia-formatter","0.6.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\singularitti.vscode-julia-formatter-0.6.3-universal","2.15","0.002","否"
"microchip.mplabx-importer","1.9.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\microchip.mplabx-importer-1.9.0-universal","2.15","0.002","否"
"fchatin.vscode-pi-agent","0.2.41-universal","C:\Users\PCCPPPCCC\.positron\extensions\fchatin.vscode-pi-agent-0.2.41-universal","2.14","0.002","否"
"localstack.localstack","1.10.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\localstack.localstack-1.10.0-universal","2.14","0.002","否"
"sourabhr10122002.npm-manager-v2","0.1.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\sourabhr10122002.npm-manager-v2-0.1.3-universal","2.14","0.002","否"
"christopherthomas.vsqlite-explorer","0.3.0-win32-x64","C:\Users\PCCPPPCCC\.positron\extensions\christopherthomas.vsqlite-explorer-0.3.0-win32-x64","2.12","0.002","否"
"visual-codecraft.codecraft-cursor-extension","1.0.3-universal","C:\Users\PCCPPPCCC\.positron\extensions\visual-codecraft.codecraft-cursor-extension-1.0.3-universal","2.1","0.002","否"
"microchip.mplab-extensions-platforms","1.8.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\microchip.mplab-extensions-platforms-1.8.0-universal","2.08","0.002","否"
"gamag.debugssy","1.6.1-universal","C:\Users\PCCPPPCCC\.positron\extensions\gamag.debugssy-1.6.1-universal","2.07","0.002","否"
"kevinrose.vsc-python-indent","1.21.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\kevinrose.vsc-python-indent-1.21.0-universal","2.06","0.002","否"
"ethan-reesor.exp-vscode-go","0.3.0-universal","C:\Users\PCCPPPCCC\.positron\extensions\ethan-reesor.exp-vscode-go-0.3.0-universal","2.06","0.002","否"
"ms-vscode.makefile-tools","0.12.17-universal","C:\Users\PCCPPPCCC\.positron\extensions\ms-vscode.makefile-tools-0.12.17-universal","2.06","0.002","否"
